Date,Open,High,Low,Close,Volume
7/29/2015,628.8,633.36,622.65,631.93,"15,75,100"
7/30/2015,630,635.22,622.05,632.59,"14,74,200"
7/31/2015,631.38,632.91,625.5,625.61,"17,06,100"
08-03-2015,625.34,633.06,625.34,631.21,"13,04,500"
08-04-2015,628.42,634.81,627.16,629.25,"14,90,900"
08-05-2015,634.33,647.86,633.16,643.78,"23,34,300"
08-06-2015,645,645.38,632.25,642.68,"15,72,600"
08-07-2015,640.23,642.68,629.71,635.3,"14,03,900"
08-10-2015,639.48,643.44,631.25,633.73,"18,09,200"
08-11-2015,669.2,674.9,654.27,660.78,"50,29,200"
08-12-2015,663.08,665,652.29,659.56,"29,36,700"
8/13/2015,659.32,664.5,651.66,656.45,"18,10,700"
8/14/2015,655.01,659.85,652.66,657.12,"10,72,100"
8/17/2015,656.8,661.38,651.24,660.87,"10,51,700"
8/18/2015,661.9,664,653.46,656.13,"14,56,100"
8/19/2015,656.6,667,654.19,660.9,"21,31,600"
8/20/2015,655.46,662.99,642.9,646.83,"28,55,300"
8/21/2015,639.78,640.05,612.33,612.48,"42,65,200"
8/24/2015,573,599.33,565.05,589.61,"57,70,300"
8/25/2015,614.91,617.45,581.11,582.06,"35,38,000"
8/26/2015,610.35,631.71,599.05,628.62,"42,35,900"
8/27/2015,639.4,643.59,622,637.61,"34,91,300"
8/28/2015,632.82,636.88,624.56,630.38,"19,78,700"
8/31/2015,627.54,635.8,617.68,618.25,"21,76,700"
09-01-2015,602.36,612.86,594.1,597.79,"37,02,100"
09-02-2015,605.59,614.34,599.71,614.34,"25,75,600"
09-03-2015,617,619.71,602.82,606.25,"17,59,600"
09-04-2015,600,603.47,595.25,600.7,"20,89,000"
09-08-2015,612.49,616.31,604.12,614.66,"22,79,500"
09-09-2015,621.22,626.52,609.6,612.72,"17,02,100"
09-10-2015,613.1,624.16,611.43,621.35,"19,05,300"
09-11-2015,619.75,625.78,617.42,625.77,"13,73,500"
9/14/2015,625.7,625.86,619.43,623.24,"17,02,300"
9/15/2015,626.7,638.7,623.78,635.14,"20,84,400"
9/16/2015,635.47,637.95,632.32,635.98,"12,86,500"
9/17/2015,637.79,650.9,635.02,642.9,"22,74,700"
9/18/2015,636.79,640,627.02,629.25,"51,33,400"
9/21/2015,634.4,636.49,625.94,635.44,"17,88,500"
9/22/2015,627,627.55,615.43,622.69,"25,62,900"
9/23/2015,622.05,628.93,620,622.36,"14,70,900"
9/24/2015,616.64,627.32,612.4,625.8,"22,40,100"
9/25/2015,629.77,629.77,611,611.97,"21,74,000"
9/28/2015,610.34,614.6,589.38,594.89,"31,27,700"
9/29/2015,597.28,605,590.22,594.97,"23,09,500"
9/30/2015,603.28,608.76,600.73,608.42,"24,13,400"
10-01-2015,608.37,612.09,599.85,611.29,"18,67,600"
10-02-2015,607.2,627.34,603.13,626.91,"26,84,800"
10-05-2015,632,643.01,627,641.47,"18,03,600"
10-06-2015,638.84,649.25,636.53,645.44,"21,66,300"
10-07-2015,649.24,650.61,632.15,642.36,"20,92,700"
10-08-2015,641.36,644.45,625.56,639.16,"21,82,100"
10-09-2015,640,645.99,635.32,643.61,"16,48,700"
10-12-2015,642.09,648.5,639.01,646.67,"12,75,200"
10/13/2015,643.15,657.81,643.15,652.3,"18,07,700"
10/14/2015,653.21,659.39,648.85,651.16,"14,15,500"
10/15/2015,654.66,663.13,654.46,661.74,"18,85,700"
10/16/2015,664.11,664.97,657.2,662.2,"16,11,100"
10/19/2015,661.18,666.82,659.58,666.1,"14,77,300"
10/20/2015,664.04,664.72,644.2,650.28,"24,90,000"
10/21/2015,654.15,655.87,641.73,642.61,"17,91,100"
10/22/2015,646.7,657.8,644.01,651.79,"40,71,000"
10/23/2015,727.5,730,701.5,702,"66,53,900"
10/26/2015,701.55,719.15,701.26,712.78,"27,16,600"
10/27/2015,707.38,713.62,704.55,708.49,"22,45,800"
10/28/2015,707.33,712.98,703.08,712.95,"21,78,900"
10/29/2015,710.5,718.26,710.01,716.92,"14,56,000"
10/30/2015,715.73,718,710.05,710.81,"19,08,800"
11-02-2015,711.06,721.62,705.85,721.11,"18,86,300"
11-03-2015,718.86,724.65,714.72,722.16,"15,65,400"
11-04-2015,722,733.1,721.9,728.11,"17,06,700"
11-05-2015,729.47,739.48,729.47,731.25,"18,61,600"
11-06-2015,731.5,735.41,727.01,733.76,"15,11,600"
11-09-2015,730.2,734.71,719.43,724.89,"20,69,800"
11-10-2015,724.4,730.59,718.5,728.32,"16,08,000"
11-11-2015,732.46,741,730.23,735.4,"13,66,400"
11-12-2015,731,737.8,728.65,731.23,"18,37,200"
11/13/2015,729.17,731.15,716.73,717,"20,75,500"
11/16/2015,715.6,729.49,711.33,728.96,"19,05,900"
11/17/2015,729.29,731.84,723.03,725.3,"15,10,900"
11/18/2015,727.58,741.41,727,740,"16,84,300"
11/19/2015,738.74,742,737.43,738.41,"13,27,100"
11/20/2015,746.53,757.92,743,756.6,"22,12,300"
11/23/2015,757.45,762.71,751.82,755.98,"14,14,500"
11/24/2015,752,755.28,737.63,748.28,"23,33,100"
11/25/2015,748.14,752,746.06,748.15,"11,22,100"
11/27/2015,748.46,753.41,747.49,750.26,"8,38,500"
11/30/2015,748.81,754.93,741.27,742.6,"20,97,600"
12-01-2015,747.11,768.95,746.7,767.04,"21,34,600"
12-02-2015,768.9,775.96,758.96,762.38,"22,30,400"
12-03-2015,766.01,768.99,745.63,752.54,"25,90,600"
12-04-2015,753.1,768.49,750,766.81,"27,57,300"
12-07-2015,767.77,768.73,755.09,763.25,"18,12,300"
12-08-2015,757.89,764.8,754.2,762.37,"18,29,500"
12-09-2015,759.17,764.23,737,751.61,"27,00,000"
12-10-2015,752.85,755.85,743.83,749.46,"19,84,900"
12-11-2015,741.16,745.71,736.75,738.87,"22,24,400"
12/14/2015,741.79,748.73,724.17,747.77,"24,12,500"
12/15/2015,753,758.08,743.01,743.4,"26,66,200"
12/16/2015,750,760.59,739.43,758.09,"19,93,300"
12/17/2015,762.42,762.68,749,749.43,"15,53,400"
12/18/2015,746.51,754.13,738.15,739.31,"31,48,700"
12/21/2015,746.13,750,740,747.77,"15,25,700"
12/22/2015,751.65,754.85,745.53,750,"13,65,400"
12/23/2015,753.47,754.21,744,750.31,"15,65,900"
12/24/2015,749.55,751.35,746.62,748.4,"5,27,200"
12/28/2015,752.92,762.99,749.52,762.51,"15,15,300"
12/29/2015,766.69,779.98,766.43,776.6,"17,65,000"
12/30/2015,776.6,777.6,766.9,771,"12,93,300"
12/31/2015,769.5,769.5,758.34,758.88,"14,89,600"
01-04-2016,743,744.06,731.26,741.84,"32,72,800"
01-05-2016,746.45,752,738.64,742.58,"19,50,700"
01-06-2016,730,747.18,728.92,743.62,"19,47,000"
01-07-2016,730.31,738.5,719.06,726.39,"29,63,700"
01-08-2016,731.45,733.23,713,714.47,"24,50,900"
01-11-2016,716.61,718.85,703.54,716.03,"20,90,600"
01-12-2016,721.68,728.75,717.32,726.07,"20,24,500"
1/13/2016,730.85,734.74,698.61,700.56,"25,01,700"
1/14/2016,705.38,721.92,689.1,714.72,"22,25,800"
1/15/2016,692.29,706.74,685.37,694.45,"35,92,400"
1/19/2016,703.3,709.98,693.41,701.79,"22,68,100"
1/20/2016,688.61,706.85,673.26,698.45,"34,45,000"
1/21/2016,702.18,719.19,694.46,706.59,"24,12,200"
1/22/2016,723.6,728.13,720.12,725.25,"20,11,800"
1/25/2016,723.58,729.68,710.01,711.67,"17,11,700"
1/26/2016,713.85,718.28,706.48,713.04,"13,31,700"
1/27/2016,713.67,718.23,694.39,699.99,"21,94,200"
1/28/2016,722.22,733.69,712.35,730.96,"26,76,400"
1/29/2016,731.53,744.99,726.8,742.95,"34,74,300"
02-01-2016,750.46,757.86,743.27,752,"51,39,200"
02-02-2016,784.5,789.87,764.65,764.65,"63,48,100"
02-03-2016,770.22,774.5,720.5,726.95,"61,71,000"
02-04-2016,722.81,727,701.86,708.01,"51,68,700"
02-05-2016,703.87,703.99,680.15,683.57,"51,05,700"
02-08-2016,667.85,684.03,663.06,682.74,"42,47,400"
02-09-2016,672.32,699.9,668.77,678.11,"36,08,900"
02-10-2016,686.86,701.31,682.13,684.12,"26,38,000"
02-11-2016,675,689.35,668.87,683.11,"30,24,000"
02-12-2016,690.26,693.75,678.6,682.4,"21,41,400"
2/16/2016,692.98,698,685.05,691,"25,20,000"
2/17/2016,698.09,709.75,691.38,708.4,"24,92,600"
2/18/2016,710,712.35,696.03,697.35,"18,83,200"
2/19/2016,695.03,703.08,694.05,700.91,"15,89,300"
2/22/2016,707.45,713.24,702.51,706.46,"19,49,800"
2/23/2016,701.45,708.4,693.58,695.85,"20,09,300"
2/24/2016,688.92,700,680.78,699.56,"19,63,600"
2/25/2016,700.01,705.98,690.59,705.75,"16,42,200"
2/26/2016,708.58,713.43,700.86,705.07,"22,43,500"
2/29/2016,700.32,710.89,697.68,697.77,"24,81,100"
03-01-2016,703.62,718.81,699.77,718.81,"21,51,400"
03-02-2016,719,720,712,718.85,"16,29,000"
03-03-2016,718.68,719.45,706.02,712.42,"19,58,000"
03-04-2016,714.99,716.49,706.02,710.89,"19,72,100"
03-07-2016,706.9,708.09,686.9,695.16,"29,85,100"
03-08-2016,688.59,703.79,685.34,693.97,"20,76,300"
03-09-2016,698.47,705.68,694,705.24,"14,21,500"
03-10-2016,708.12,716.44,703.36,712.82,"28,33,500"
03-11-2016,720,726.92,717.13,726.82,"19,70,800"
3/14/2016,726.81,735.5,725.15,730.49,"17,18,300"
3/15/2016,726.92,732.29,724.77,728.33,"17,21,000"
3/16/2016,726.37,737.47,724.51,736.09,"16,24,400"
3/17/2016,736.45,743.07,736,737.78,"18,60,800"
3/18/2016,741.86,742,731.83,737.6,"29,80,700"
3/21/2016,736.5,742.5,733.52,742.09,"18,36,500"
3/22/2016,737.46,745,737.46,740.75,"12,69,700"
3/23/2016,742.36,745.72,736.15,738.06,"14,32,100"
3/24/2016,732.01,737.75,731,735.3,"15,94,900"
3/28/2016,736.79,738.99,732.5,733.53,"13,01,300"
3/29/2016,734.59,747.25,728.76,744.77,"19,03,800"
3/30/2016,750.1,757.88,748.74,750.53,"17,82,400"
3/31/2016,749.25,750.85,740.94,744.95,"17,18,800"
04-01-2016,738.6,750.34,737,749.91,"15,76,700"
04-04-2016,750.06,752.8,742.43,745.29,"11,34,200"
04-05-2016,738,742.8,735.37,737.8,"11,32,300"
04-06-2016,735.77,746.24,735.56,745.69,"10,53,700"
04-07-2016,745.37,747,736.28,740.28,"14,53,200"
04-08-2016,743.97,745.45,735.55,739.15,"12,90,800"
04-11-2016,743.02,745,736.05,736.1,"12,20,100"
04-12-2016,738,743.83,731.01,743.09,"13,53,000"
4/13/2016,749.16,754.38,744.26,751.72,"17,07,100"
4/14/2016,754.01,757.31,752.71,753.2,"11,35,300"
4/15/2016,753.98,761,752.69,759,"18,09,300"
4/18/2016,760.46,768.05,757.3,766.61,"15,56,000"
4/19/2016,769.51,769.9,749.33,753.93,"20,30,500"
4/20/2016,758,758.13,750.01,752.67,"15,29,200"
4/21/2016,755.38,760.45,749.55,759.14,"30,60,500"
4/22/2016,726.3,736.12,713.61,718.77,"59,51,900"
4/25/2016,716.1,723.93,715.59,723.15,"19,59,200"
4/26/2016,725.42,725.77,703.03,708.14,"27,44,600"
4/27/2016,707.29,708.98,692.36,705.84,"30,98,600"
4/28/2016,708.26,714.17,689.55,691.02,"28,67,300"
4/29/2016,690.7,697.62,689,693.01,"24,87,700"
05-02-2016,697.63,700.64,691,698.21,"16,45,300"
05-03-2016,696.87,697.84,692,692.36,"15,43,800"
05-04-2016,690.49,699.75,689.01,695.7,"16,93,500"
05-05-2016,697.7,702.32,695.72,701.43,"16,83,500"
05-06-2016,698.38,711.86,698.11,711.12,"18,26,100"
05-09-2016,712,718.71,710,712.9,"15,10,300"
05-10-2016,716.75,723.5,715.72,723.18,"15,69,600"
05-11-2016,723.41,724.48,712.8,715.29,"16,92,100"
05-12-2016,717.06,719.25,709,713.31,"13,60,700"
5/13/2016,711.93,716.66,709.26,710.83,"13,14,500"
5/16/2016,709.13,718.48,705.65,716.49,"13,17,100"
5/17/2016,715.99,721.52,704.11,706.23,"20,01,200"
5/18/2016,703.67,711.6,700.63,706.63,"17,66,800"
5/19/2016,702.36,706,696.8,700.32,"16,70,200"
5/20/2016,701.62,714.58,700.52,709.74,"18,28,400"
5/23/2016,706.53,711.48,704.18,704.24,"13,30,700"
5/24/2016,706.86,720.97,706.86,720.09,"19,29,500"
5/25/2016,720.76,727.51,719.71,725.27,"16,29,200"
5/26/2016,722.87,728.33,720.28,724.12,"15,76,300"
5/27/2016,724.01,733.94,724,732.66,"19,74,000"
5/31/2016,731.74,739.73,731.26,735.72,"21,29,500"
06-01-2016,734.53,737.21,730.66,734.15,"12,53,600"
06-02-2016,732.5,733.02,724.17,730.4,"13,41,800"
06-03-2016,729.27,729.49,720.56,722.34,"12,26,300"
06-06-2016,724.91,724.91,714.61,716.55,"15,65,300"
06-07-2016,719.84,721.98,716.55,716.65,"13,36,200"
06-08-2016,723.96,728.57,720.58,728.28,"15,83,700"
06-09-2016,722.87,729.54,722.34,728.58,"9,88,900"
06-10-2016,719.47,725.89,716.43,719.41,"12,16,400"
6/13/2016,716.51,725.44,716.51,718.36,"12,58,900"
6/14/2016,716.48,722.47,713.12,718.27,"13,06,100"
6/15/2016,719,722.98,717.31,718.92,"12,14,500"
6/16/2016,714.91,716.65,703.26,710.36,"19,82,500"
6/17/2016,708.65,708.82,688.45,691.72,"34,02,400"
6/20/2016,698.77,702.48,693.41,693.71,"20,82,500"
6/21/2016,698.4,702.77,692.01,695.94,"14,65,600"
6/22/2016,699.06,700.86,693.08,697.46,"11,84,300"
6/23/2016,697.45,701.95,687,701.87,"21,71,400"
6/24/2016,675.17,689.4,673.45,675.22,"44,49,000"
6/27/2016,671,672.3,663.28,668.26,"26,29,000"
6/28/2016,678.97,680.33,673,680.04,"21,73,800"
6/29/2016,683,687.43,681.41,684.11,"19,32,600"
6/30/2016,685.47,692.32,683.65,692.1,"15,97,700"
07-01-2016,692.2,700.65,692.13,699.21,"13,44,700"
07-05-2016,696.06,696.94,688.88,694.95,"14,62,600"
07-06-2016,689.98,701.68,689.09,697.77,"14,11,900"
07-07-2016,698.08,698.2,688.22,695.36,"13,04,200"
07-08-2016,699.5,705.71,696.43,705.63,"15,75,200"
07-11-2016,708.05,716.51,707.24,715.09,"11,11,800"
07-12-2016,719.12,722.94,715.91,720.64,"13,36,900"
7/13/2016,723.62,724,716.85,716.98,"9,35,900"
7/14/2016,721.58,722.21,718.03,720.95,"9,50,200"
7/15/2016,725.73,725.74,719.05,719.85,"12,79,300"
7/18/2016,722.71,736.13,721.19,733.78,"12,95,500"
7/19/2016,729.89,736.99,729,736.96,"12,27,500"
7/20/2016,737.33,742.13,737.1,741.19,"12,89,700"
7/21/2016,740.36,741.69,735.83,738.63,"10,26,300"
7/22/2016,741.86,743.24,736.56,742.74,"12,59,800"
7/25/2016,740.67,742.61,737.5,739.77,"10,32,400"
7/26/2016,739.04,741.69,734.27,738.42,"11,86,700"
7/27/2016,738.28,744.46,737,741.77,"15,12,500"
7/28/2016,747.04,748.65,739.3,745.91,"35,30,200"
7/29/2016,772.71,778.55,766.77,768.79,"38,41,500"
08-01-2016,761.09,780.43,761.09,772.88,"27,00,500"
08-02-2016,768.69,775.84,767.85,771.07,"17,84,500"
08-03-2016,767.18,773.21,766.82,773.18,"12,87,400"
08-04-2016,772.22,774.07,768.79,771.61,"11,40,300"
08-05-2016,773.78,783.04,772.34,782.22,"18,01,200"
08-08-2016,782,782.63,778.09,781.76,"11,07,900"
08-09-2016,781.1,788.94,780.57,784.26,"13,18,900"
08-10-2016,783.75,786.81,782.78,784.68,"7,86,400"
08-11-2016,785,789.75,782.97,784.85,"9,75,100"
08-12-2016,781.5,783.4,780.4,783.22,"7,40,500"
8/15/2016,783.75,787.49,780.11,782.44,"9,38,200"
8/16/2016,780.3,780.98,773.44,777.14,"10,28,000"
8/17/2016,777.32,780.81,773.53,779.91,"9,24,200"
8/18/2016,780.01,782.86,777,777.5,"7,19,400"
8/19/2016,775,777.1,773.13,775.42,"8,61,500"
8/22/2016,773.27,774.54,770.05,772.15,"9,51,400"
8/23/2016,775.48,776.44,771.78,772.08,"9,28,200"
8/24/2016,770.58,774.5,767.07,769.64,"10,72,000"
8/25/2016,767,771.89,763.18,769.41,"9,26,900"
8/26/2016,769,776.08,765.85,769.54,"11,66,700"
8/29/2016,768.74,774.99,766.61,772.15,"8,47,600"
8/30/2016,769.33,774.47,766.84,769.09,"11,30,000"
8/31/2016,767.01,769.09,765.38,767.05,"12,48,600"
09-01-2016,769.25,771.02,764.3,768.78,"9,25,100"
09-02-2016,773.01,773.92,768.41,771.46,"10,72,700"
09-06-2016,773.45,782,771,780.08,"14,42,800"
09-07-2016,780,782.73,776.2,780.35,"8,93,700"
09-08-2016,778.59,780.35,773.58,775.32,"12,70,300"
09-09-2016,770.1,773.24,759.66,759.66,"18,85,500"
09-12-2016,755.13,770.29,754,769.02,"13,11,000"
9/13/2016,764.48,766.22,755.8,759.69,"13,95,000"
9/14/2016,759.61,767.68,759.11,762.49,"10,87,400"
9/15/2016,762.89,773.8,759.96,771.76,"13,05,100"
9/16/2016,769.75,769.75,764.66,768.88,"20,49,300"
9/19/2016,772.42,774,764.44,765.7,"11,72,800"
9/20/2016,769,773.33,768.53,771.41,"9,78,600"
9/21/2016,772.66,777.16,768.3,776.22,"11,67,800"
9/22/2016,780,789.85,778.44,787.21,"14,86,200"
9/23/2016,786.59,788.93,784.15,786.9,"14,11,900"
9/26/2016,782.74,782.74,773.07,774.21,"15,33,200"
9/27/2016,775.5,785.99,774.31,783.01,"11,53,200"
9/28/2016,777.85,781.81,774.97,781.56,"11,09,800"
9/29/2016,781.44,785.8,774.23,775.01,"13,14,700"
9/30/2016,776.33,780.94,774.09,777.29,"15,85,300"
10-03-2016,774.25,776.07,769.5,772.56,"12,78,800"
10-04-2016,776.03,778.71,772.89,776.43,"12,01,400"
10-05-2016,779.31,782.07,775.65,776.47,"14,61,200"
10-06-2016,779,780.48,775.54,776.86,"10,70,700"
10-07-2016,779.66,779.66,770.75,775.08,"9,33,200"
10-10-2016,777.71,789.38,775.87,785.94,"11,74,900"
10-11-2016,786.66,792.28,780.58,783.07,"13,72,500"
10-12-2016,783.76,788.13,782.06,786.14,"9,37,400"
10/13/2016,781.22,781.22,773,778.19,"13,65,300"
10/14/2016,781.65,783.95,776,778.53,"8,52,500"
10/17/2016,779.8,785.85,777.5,779.96,"10,93,000"
10/18/2016,787.85,801.61,785.57,795.26,"20,56,900"
10/19/2016,798.24,804.6,798.03,801.5,"17,66,800"
10/20/2016,803.3,803.97,796.03,796.97,"17,57,500"
10/21/2016,795,799.5,794,799.37,"12,66,200"
10/24/2016,804.9,815.18,804.82,813.11,"16,97,500"
10/25/2016,816.68,816.68,805.14,807.67,"15,76,400"
10/26/2016,806.34,806.98,796.32,799.07,"16,47,700"
10/27/2016,801,803.49,791.5,795.35,"27,49,200"
10/28/2016,808.35,815.49,793.59,795.37,"42,69,900"
10/31/2016,795.47,796.86,784,784.54,"24,27,300"
11-01-2016,782.89,789.49,775.54,783.61,"24,06,400"
11-02-2016,778.2,781.65,763.45,768.7,"18,72,400"
11-03-2016,767.25,769.95,759.03,762.13,"19,43,200"
11-04-2016,750.66,770.36,750.56,762.02,"21,34,800"
11-07-2016,774.5,785.19,772.55,782.52,"15,85,100"
11-08-2016,783.4,795.63,780.19,790.51,"13,66,900"
11-09-2016,779.94,791.23,771.67,785.31,"26,07,100"
11-10-2016,791.17,791.17,752.18,762.56,"47,45,200"
11-11-2016,756.54,760.78,750.38,754.02,"24,31,800"
11/14/2016,755.6,757.85,727.54,736.08,"36,54,400"
11/15/2016,746.97,764.42,746.97,758.49,"23,84,000"
11/16/2016,755.2,766.36,750.51,764.48,"14,72,600"
11/17/2016,766.92,772.7,764.23,771.23,"13,04,000"
11/18/2016,771.37,775,760,760.54,"15,47,100"
11/21/2016,762.61,769.7,760.6,769.2,"13,30,600"
11/22/2016,772.63,776.96,767,768.27,"15,93,100"
11/23/2016,767.73,768.28,755.25,760.99,"14,78,400"
11/25/2016,764.26,765,760.52,761.68,"5,87,400"
11/28/2016,760,779.53,759.8,768.24,"21,88,200"
11/29/2016,771.53,778.5,768.24,770.84,"16,16,600"
11/30/2016,770.07,772.99,754.83,758.04,"23,92,900"
12-01-2016,757.44,759.85,737.03,747.92,"30,17,900"
12-02-2016,744.59,754,743.1,750.5,"14,52,500"
12-05-2016,757.71,763.9,752.9,762.52,"13,94,200"
12-06-2016,764.73,768.83,757.34,759.11,"16,90,700"
12-07-2016,761,771.36,755.8,771.19,"17,61,000"
12-08-2016,772.48,778.18,767.23,776.42,"14,88,100"
12-09-2016,780,789.43,779.02,789.29,"18,21,900"
12-12-2016,785.04,791.25,784.35,789.27,"21,04,100"
12/13/2016,793.9,804.38,793.34,796.1,"21,45,200"
12/14/2016,797.4,804,794.01,797.07,"17,04,200"
12/15/2016,797.34,803,792.92,797.85,"16,26,500"
12/16/2016,800.4,800.86,790.29,790.8,"24,43,800"
12/19/2016,790.22,797.66,786.27,794.2,"12,32,100"
12/20/2016,796.76,798.65,793.27,796.42,"9,51,000"
12/21/2016,795.84,796.68,787.1,794.56,"12,11,300"
12/22/2016,792.36,793.32,788.58,791.26,"9,72,200"
12/23/2016,790.9,792.74,787.28,789.91,"6,23,400"
12/27/2016,790.68,797.86,787.66,791.55,"7,89,100"
12/28/2016,793.7,794.23,783.2,785.05,"11,53,800"
12/29/2016,783.33,785.93,778.92,782.79,"7,44,300"
12/30/2016,782.75,782.78,770.41,771.82,"17,70,000"
