Id,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CommunicationSkill,Behaviour
826,39,0,Travel_Rarely,Research & Development,12,3,Medical,1654,4,Male,3,Manufacturing Director,2,Married,5295,4,No,21,4,0,7,3,5,4,1,0,2,1
827,32,1,Travel_Frequently,Research & Development,5,2,Life Sciences,1939,1,Female,4,Research Scientist,3,Single,2432,3,Yes,14,3,0,8,2,4,1,0,3,5,1
828,22,0,Travel_Rarely,Research & Development,15,3,Medical,144,2,Female,3,Laboratory Technician,4,Single,2871,1,No,15,3,0,1,5,0,0,0,0,3,1
829,50,1,Travel_Frequently,Sales,1,4,Other,1113,4,Male,3,Sales Executive,3,Single,4728,3,Yes,14,3,0,5,4,0,0,0,0,4,1
830,38,1,Travel_Rarely,Research & Development,29,1,Medical,282,2,Male,3,Healthcare Representative,1,Married,6673,7,Yes,19,3,0,17,2,1,0,0,0,3,1
831,41,0,Travel_Rarely,Research & Development,6,3,Medical,466,4,Male,2,Manufacturing Director,2,Single,6032,6,Yes,15,3,0,8,3,5,4,1,2,5,1
832,24,0,Travel_Frequently,Human Resources,10,3,Medical,1746,1,Male,3,Human Resources,4,Married,2145,0,No,14,3,1,3,2,2,2,2,1,2,1
833,28,0,Travel_Rarely,Sales,9,4,Life Sciences,498,2,Male,3,Sales Executive,4,Single,5253,1,No,16,3,0,7,1,7,5,0,7,2,1
834,29,0,Travel_Rarely,Human Resources,17,3,Other,1419,2,Male,2,Human Resources,1,Single,7988,1,No,13,3,0,10,3,10,9,0,9,1,1
835,40,0,Travel_Rarely,Sales,10,3,Technical Degree,1239,2,Female,2,Sales Executive,2,Divorced,6852,7,No,12,3,1,7,2,5,1,1,3,4,1
836,38,0,Travel_Rarely,Research & Development,1,1,Life Sciences,662,3,Female,3,Research Scientist,1,Single,2619,3,No,17,3,0,8,3,0,0,0,0,5,1
837,27,0,Travel_Rarely,Sales,11,3,Medical,1364,3,Female,4,Sales Representative,4,Married,2534,8,No,14,3,1,5,4,1,0,0,0,1,1
838,28,1,Travel_Rarely,Research & Development,2,4,Life Sciences,364,1,Male,3,Laboratory Technician,3,Single,3485,2,No,11,3,0,5,5,0,0,0,0,3,1
839,45,1,Travel_Frequently,Sales,26,4,Life Sciences,684,1,Female,3,Sales Executive,1,Married,4286,2,No,14,3,2,5,4,1,1,0,0,4,1
840,30,0,Travel_Rarely,Research & Development,16,1,Life Sciences,1729,2,Male,3,Research Scientist,4,Married,2862,1,No,12,3,1,10,2,10,0,0,8,2,1
841,37,0,Travel_Rarely,Research & Development,10,2,Life Sciences,715,4,Male,4,Research Scientist,4,Single,4680,3,No,17,3,0,4,2,1,0,0,0,5,1
842,37,0,Travel_Rarely,Research & Development,19,2,Life Sciences,61,2,Male,3,Research Scientist,2,Married,3022,4,No,21,4,0,8,1,1,0,0,0,1,1
843,48,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1263,4,Male,2,Research Director,4,Single,18265,6,No,12,3,0,25,3,1,0,0,0,3,1
844,41,0,Travel_Rarely,Sales,1,3,Marketing,534,2,Male,4,Sales Executive,1,Married,8392,1,No,16,3,1,10,2,10,7,0,7,1,1
845,27,0,Travel_Rarely,Research & Development,8,3,Medical,1751,3,Female,3,Research Scientist,4,Single,3445,1,No,11,3,0,6,5,6,2,1,4,5,1
846,49,0,Travel_Rarely,Research & Development,5,4,Technical Degree,1473,1,Male,3,Healthcare Representative,3,Married,6651,2,No,14,3,1,20,0,3,2,1,2,1,1
847,30,0,Travel_Rarely,Sales,5,3,Life Sciences,228,2,Female,3,Sales Executive,4,Married,9419,2,No,12,3,1,12,2,10,9,7,4,5,1
848,40,0,Travel_Rarely,Research & Development,20,4,Technical Degree,1092,1,Male,3,Healthcare Representative,4,Married,10322,4,No,20,4,1,14,6,11,10,11,1,4,1
849,42,0,Travel_Frequently,Sales,26,3,Marketing,404,3,Female,3,Sales Executive,2,Married,13525,5,No,14,3,1,23,2,20,4,4,8,3,1
850,59,0,Travel_Rarely,Sales,25,3,Life Sciences,81,1,Female,3,Sales Executive,1,Single,7637,7,No,11,3,0,28,3,21,16,7,9,5,1
851,41,0,Travel_Rarely,Human Resources,1,3,Human Resources,734,4,Male,2,Manager,3,Married,19189,1,No,12,3,1,22,3,22,7,2,10,5,1
852,28,0,Travel_Frequently,Sales,1,2,Life Sciences,1927,3,Male,2,Sales Executive,4,Married,6834,1,Yes,12,3,1,7,2,7,7,0,7,1,1
853,30,0,Travel_Rarely,Research & Development,6,3,Technical Degree,1311,1,Female,2,Laboratory Technician,4,Married,4627,0,No,12,3,1,10,6,9,2,6,7,3,1
854,29,0,Travel_Frequently,Research & Development,1,4,Life Sciences,710,2,Male,1,Research Scientist,4,Divorced,2720,1,No,18,3,1,10,5,10,7,2,8,3,1
855,42,0,Non-Travel,Research & Development,23,2,Life Sciences,1976,4,Male,2,Research Scientist,3,Single,4332,1,No,12,3,0,20,2,20,9,3,7,1,1
856,24,0,Travel_Rarely,Research & Development,17,2,Other,643,4,Male,2,Laboratory Technician,2,Married,2127,1,No,21,4,1,1,2,1,0,0,0,1,1
857,34,0,Travel_Frequently,Research & Development,1,4,Other,1431,4,Male,3,Research Scientist,1,Divorced,2996,5,No,14,3,2,10,2,4,3,1,3,2,1
858,34,0,Travel_Rarely,Sales,7,2,Technical Degree,1541,2,Male,3,Sales Representative,3,Married,2308,0,Yes,25,4,1,12,4,11,10,5,7,5,1
859,45,0,Non-Travel,Research & Development,2,2,Medical,264,1,Male,2,Manager,4,Married,16792,9,No,23,4,1,22,1,20,8,11,8,1,1
860,53,0,Travel_Rarely,Sales,6,2,Marketing,205,2,Male,3,Sales Representative,3,Married,2306,2,Yes,20,4,1,13,3,7,7,4,5,5,1
861,28,0,Travel_Rarely,Research & Development,10,3,Other,1097,3,Female,3,Research Scientist,3,Single,3660,3,No,13,3,0,10,4,8,7,1,7,5,1
862,56,0,Non-Travel,Research & Development,1,4,Life Sciences,2026,3,Male,3,Healthcare Representative,3,Divorced,6306,1,No,21,4,1,13,2,13,12,1,9,3,1
863,29,0,Travel_Rarely,Sales,10,1,Marketing,463,4,Female,2,Sales Executive,2,Divorced,8268,1,Yes,14,3,2,7,2,7,7,1,7,1,1
864,35,0,Travel_Rarely,Human Resources,8,4,Technical Degree,1164,3,Male,3,Human Resources,3,Single,4323,1,No,17,3,0,6,2,5,4,1,4,4,1
865,21,0,Travel_Rarely,Sales,5,1,Medical,2021,3,Male,3,Sales Representative,1,Single,2380,1,Yes,11,3,0,2,6,2,2,1,2,1,1
866,37,0,Travel_Rarely,Research & Development,5,2,Medical,460,4,Male,3,Manufacturing Director,4,Divorced,6347,7,No,16,3,2,8,2,6,2,0,4,5,1
867,36,0,Travel_Rarely,Research & Development,8,3,Technical Degree,83,3,Female,3,Healthcare Representative,3,Divorced,10096,1,No,13,3,3,17,2,17,14,12,8,4,1
868,31,0,Travel_Frequently,Research & Development,1,3,Life Sciences,1956,4,Male,1,Research Scientist,1,Married,5003,1,No,21,4,0,10,6,10,8,8,7,1,1
869,36,0,Travel_Rarely,Sales,1,2,Life Sciences,857,2,Male,3,Sales Executive,4,Married,6201,1,Yes,14,3,1,18,1,18,14,4,11,1,1
870,25,0,Travel_Rarely,Sales,4,2,Life Sciences,527,2,Female,2,Sales Executive,4,Single,4487,1,Yes,11,3,0,5,3,5,4,1,3,1,1
871,27,0,Travel_Rarely,Sales,23,1,Medical,1864,2,Female,2,Sales Representative,3,Married,3540,1,No,21,4,1,9,5,9,8,5,8,4,1
872,50,0,Travel_Rarely,Research & Development,2,3,Medical,815,3,Male,3,Research Director,3,Married,17639,5,No,16,3,0,30,3,4,3,0,3,5,1
873,58,1,Travel_Frequently,Research & Development,2,1,Life Sciences,918,4,Male,2,Laboratory Technician,4,Divorced,2380,9,Yes,14,3,1,3,3,1,0,0,0,5,1
874,25,1,Travel_Rarely,Sales,9,2,Life Sciences,1439,1,Male,2,Sales Representative,1,Married,4400,3,No,12,3,0,6,2,3,2,2,2,5,1
875,32,0,Travel_Frequently,Research & Development,2,2,Life Sciences,8,4,Male,3,Laboratory Technician,4,Single,3068,0,No,13,3,0,8,2,7,7,3,6,5,1
876,36,0,Travel_Rarely,Sales,2,4,Life Sciences,1556,3,Male,3,Sales Representative,4,Single,2644,3,Yes,21,4,0,7,3,3,2,1,2,4,1
877,23,0,Travel_Rarely,Research & Development,4,3,Medical,705,1,Male,4,Research Scientist,1,Married,2819,2,No,16,3,1,5,3,3,2,0,2,2,1
878,26,0,Travel_Rarely,Research & Development,3,4,Medical,1177,1,Male,4,Laboratory Technician,4,Married,4420,1,No,22,4,1,8,2,8,7,0,7,1,1
879,48,0,Travel_Rarely,Research & Development,4,3,Life Sciences,1363,4,Male,3,Manufacturing Director,4,Single,7898,1,No,11,3,0,11,2,10,9,0,8,3,1
880,22,0,Travel_Rarely,Research & Development,6,1,Medical,675,1,Male,3,Research Scientist,3,Married,2773,0,No,20,4,0,3,3,2,2,2,2,4,1
881,25,1,Travel_Rarely,Sales,5,3,Marketing,142,3,Male,2,Sales Executive,3,Single,5744,1,Yes,11,3,0,6,1,6,4,0,3,4,1
882,44,1,Travel_Frequently,Research & Development,24,3,Life Sciences,392,4,Male,3,Laboratory Technician,3,Divorced,3161,3,Yes,22,4,1,19,0,1,0,0,0,5,1
883,27,0,Travel_Rarely,Research & Development,1,2,Life Sciences,725,3,Female,3,Manufacturing Director,1,Married,7412,1,No,11,3,0,9,3,9,7,0,7,5,1
884,39,0,Travel_Rarely,Human Resources,3,3,Human Resources,760,3,Female,4,Human Resources,2,Married,6389,9,No,15,3,1,12,3,8,3,3,6,4,1
885,21,1,Travel_Rarely,Sales,12,3,Life Sciences,494,3,Female,4,Sales Representative,2,Single,2716,1,No,15,3,0,1,0,1,0,0,0,3,1
886,27,0,Travel_Rarely,Research & Development,19,3,Other,1619,4,Male,2,Laboratory Technician,1,Divorced,4066,1,No,11,3,2,7,3,7,7,0,7,2,1
887,45,1,Travel_Rarely,Sales,2,3,Marketing,1277,1,Female,1,Manager,2,Single,18824,2,Yes,16,3,0,26,2,24,10,1,11,3,1
888,33,1,Travel_Frequently,Research & Development,29,4,Medical,1101,1,Female,2,Research Scientist,3,Single,4508,1,No,22,4,0,14,4,13,7,3,8,5,1
889,29,0,Travel_Frequently,Research & Development,2,1,Life Sciences,1513,4,Female,3,Laboratory Technician,2,Married,3180,0,No,13,3,3,4,3,3,2,0,2,3,1
890,51,0,Travel_Rarely,Research & Development,3,3,Technical Degree,1786,1,Female,3,Manager,3,Married,13116,2,No,11,3,0,15,2,2,2,2,2,5,1
891,22,0,Travel_Rarely,Research & Development,1,2,Life Sciences,2007,4,Male,3,Research Scientist,3,Single,3375,0,No,12,3,0,4,2,3,2,1,2,2,1
892,49,0,Travel_Rarely,Research & Development,18,4,Life Sciences,638,4,Male,2,Research Director,3,Divorced,19502,1,Yes,17,3,1,31,5,31,9,0,9,3,1
893,38,0,Travel_Rarely,Research & Development,2,4,Life Sciences,271,4,Male,3,Manufacturing Director,3,Married,6553,9,No,14,3,0,14,3,1,0,0,0,5,1
894,55,0,Travel_Rarely,Sales,1,2,Life Sciences,106,1,Male,3,Sales Executive,4,Married,10239,3,No,14,3,1,24,4,1,0,1,0,2,1
895,50,0,Travel_Frequently,Research & Development,20,5,Medical,1606,2,Male,3,Healthcare Representative,3,Married,11245,2,Yes,15,3,1,32,3,30,8,12,13,5,1
896,40,0,Travel_Rarely,Sales,2,4,Life Sciences,558,3,Female,3,Manager,3,Married,18041,0,No,14,3,0,21,2,20,15,1,12,2,1
897,40,0,Travel_Rarely,Sales,1,2,Medical,453,2,Male,1,Sales Executive,4,Married,7457,2,Yes,22,4,3,6,2,4,3,0,2,3,1
898,53,0,Travel_Rarely,Research & Development,6,3,Life Sciences,769,4,Male,3,Laboratory Technician,4,Single,2450,2,No,17,3,0,19,4,2,2,2,2,5,1
899,42,0,Travel_Rarely,Research & Development,18,4,Life Sciences,1998,4,Male,3,Research Scientist,1,Divorced,5410,6,Yes,17,3,1,9,3,4,3,1,2,1,1
900,38,0,Travel_Rarely,Sales,2,2,Life Sciences,1355,2,Female,3,Sales Executive,1,Divorced,6893,3,No,15,3,1,11,3,7,7,1,7,2,1
901,29,0,Travel_Rarely,Sales,3,2,Medical,690,2,Female,3,Sales Executive,3,Married,5561,1,No,14,3,1,6,5,6,0,1,2,5,1
902,29,0,Travel_Rarely,Research & Development,6,1,Medical,1192,2,Female,3,Laboratory Technician,4,Married,3131,1,No,13,3,1,10,5,10,8,0,8,5,1
903,55,0,Travel_Rarely,Sales,18,5,Life Sciences,597,1,Female,3,Manager,2,Single,16835,3,No,23,4,0,37,2,10,9,7,7,4,1
904,54,0,Travel_Rarely,Research & Development,22,5,Medical,1665,2,Female,3,Manager,3,Married,17426,3,No,25,4,1,36,6,10,8,4,7,1,1
905,19,1,Travel_Rarely,Sales,21,3,Other,959,4,Male,2,Sales Representative,2,Single,2121,1,Yes,13,3,0,1,3,1,0,0,0,5,1
906,44,0,Travel_Rarely,Research & Development,2,1,Life Sciences,1246,1,Female,4,Research Scientist,4,Married,2011,1,No,13,3,1,10,5,10,5,7,7,3,1
907,29,0,Travel_Rarely,Sales,2,3,Medical,366,1,Male,2,Sales Executive,2,Married,6644,2,No,19,3,2,10,2,0,0,0,0,4,1
908,32,0,Travel_Frequently,Research & Development,7,3,Life Sciences,359,2,Male,4,Laboratory Technician,2,Married,2794,1,No,20,4,0,5,3,5,1,0,3,1,1
909,24,0,Travel_Rarely,Research & Development,24,3,Medical,1173,4,Male,3,Laboratory Technician,2,Single,3597,8,No,22,4,0,6,2,4,3,1,2,2,1
910,46,0,Travel_Rarely,Research & Development,18,3,Medical,550,3,Female,3,Manufacturing Director,3,Divorced,4810,2,No,14,3,1,19,5,10,7,0,8,4,1
911,33,1,Travel_Frequently,Research & Development,3,3,Life Sciences,702,1,Male,3,Research Scientist,1,Single,3348,1,Yes,11,3,0,10,3,10,8,9,7,4,1
912,34,1,Travel_Rarely,Sales,24,4,Medical,1489,1,Female,2,Sales Executive,2,Single,4599,0,Yes,23,4,0,16,2,15,9,10,10,1,1
913,27,0,Non-Travel,Research & Development,3,3,Medical,224,3,Male,2,Research Scientist,3,Divorced,2566,1,Yes,15,3,1,1,2,1,1,0,1,4,1
914,39,0,Travel_Rarely,Research & Development,10,5,Medical,1618,2,Male,3,Manufacturing Director,1,Married,5377,2,No,13,3,3,10,3,7,7,7,7,3,1
915,24,0,Travel_Rarely,Research & Development,29,1,Medical,1725,2,Male,3,Laboratory Technician,1,Divorced,3907,1,No,13,3,3,6,2,6,2,1,2,3,1
916,47,0,Travel_Rarely,Sales,14,3,Medical,1503,3,Female,3,Sales Executive,3,Married,4591,3,Yes,17,3,1,11,4,5,4,1,2,3,1
917,41,0,Travel_Rarely,Research & Development,14,3,Life Sciences,227,1,Male,3,Research Scientist,3,Divorced,2451,4,No,12,3,1,13,2,9,8,1,8,2,1
918,41,1,Travel_Rarely,Sales,20,2,Marketing,248,2,Female,3,Sales Representative,2,Single,3140,1,Yes,22,4,0,4,5,4,3,0,2,1,1
919,50,0,Travel_Rarely,Research & Development,29,4,Life Sciences,569,2,Male,2,Manager,3,Married,17046,0,No,15,3,1,28,2,27,10,15,7,3,1
920,33,0,Travel_Frequently,Research & Development,7,2,Life Sciences,1970,4,Male,3,Healthcare Representative,3,Divorced,5968,1,No,20,4,3,9,2,9,7,2,8,3,1
921,32,0,Travel_Frequently,Sales,5,2,Life Sciences,889,2,Male,3,Sales Executive,2,Married,6524,1,No,14,3,1,10,3,10,8,5,3,1,1
922,34,0,Travel_Rarely,Research & Development,19,3,Life Sciences,1701,2,Female,2,Research Scientist,4,Married,2929,1,No,12,3,0,10,3,10,9,8,7,4,1
923,45,0,Travel_Rarely,Research & Development,5,5,Medical,1611,3,Female,1,Laboratory Technician,1,Single,5769,1,Yes,14,3,0,10,3,10,7,1,4,3,1
924,39,0,Travel_Frequently,Sales,20,3,Life Sciences,1812,3,Male,3,Sales Executive,4,Divorced,4127,2,No,18,3,1,7,6,2,1,2,2,1,1
925,41,0,Travel_Rarely,Sales,4,1,Marketing,1815,3,Female,3,Sales Executive,3,Divorced,10447,0,Yes,13,3,1,23,3,22,14,13,5,3,1
926,30,0,Travel_Rarely,Research & Development,10,3,Medical,1816,1,Female,3,Manufacturing Director,3,Single,9667,9,No,14,3,0,9,3,7,7,0,2,2,1
927,60,0,Travel_Rarely,Sales,16,4,Marketing,732,1,Male,3,Sales Executive,1,Single,5405,8,No,14,3,0,10,1,2,2,2,2,3,1
928,26,0,Travel_Frequently,Research & Development,11,2,Medical,390,1,Male,3,Healthcare Representative,1,Married,4741,1,Yes,13,3,1,5,3,5,3,3,3,5,1
929,38,0,Travel_Rarely,Human Resources,1,3,Human Resources,1152,3,Male,4,Human Resources,3,Married,2844,1,No,13,3,1,7,2,7,6,5,0,4,1
930,29,1,Travel_Rarely,Sales,1,3,Medical,896,2,Female,2,Sales Representative,3,Divorced,2800,6,Yes,19,3,3,5,3,3,2,0,2,1,1
931,37,0,Travel_Rarely,Research & Development,10,1,Life Sciences,802,4,Female,3,Research Scientist,1,Divorced,2782,0,Yes,13,3,2,6,3,5,3,4,3,3,1
932,33,0,Travel_Frequently,Research & Development,1,2,Life Sciences,73,1,Female,3,Research Director,4,Single,13458,1,Yes,12,3,0,15,1,15,14,8,12,5,1
933,50,0,Travel_Rarely,Sales,9,3,Marketing,1591,3,Male,3,Manager,3,Married,19331,4,Yes,16,3,1,27,2,1,0,0,0,5,1
934,43,1,Travel_Rarely,Sales,9,3,Marketing,1188,1,Female,1,Sales Executive,3,Single,5346,8,No,13,3,0,7,2,4,3,1,3,1,1
935,53,0,Non-Travel,Research & Development,1,4,Medical,1775,1,Female,2,Manufacturing Director,3,Married,12965,4,Yes,20,4,3,27,2,3,2,0,2,3,1
936,18,1,Travel_Frequently,Sales,5,3,Marketing,614,2,Male,3,Sales Representative,2,Single,1878,1,Yes,14,3,0,0,3,0,0,0,0,2,1
937,37,1,Travel_Rarely,Research & Development,2,2,Other,4,4,Male,2,Laboratory Technician,3,Single,2090,6,Yes,15,3,0,7,3,0,0,0,0,4,1
938,24,0,Travel_Rarely,Research & Development,1,2,Life Sciences,1981,2,Male,2,Healthcare Representative,3,Single,4617,1,No,12,3,0,4,2,4,3,1,2,3,1
939,51,1,Travel_Rarely,Research & Development,4,4,Life Sciences,1081,1,Male,3,Research Scientist,3,Married,2461,9,Yes,12,3,3,18,2,10,0,2,7,5,1
940,24,0,Travel_Frequently,Research & Development,2,1,Technical Degree,1646,1,Female,3,Research Scientist,4,Single,3760,1,Yes,13,3,0,6,2,6,3,1,3,3,1
941,39,0,Travel_Frequently,Research & Development,1,1,Life Sciences,531,2,Male,3,Manager,3,Divorced,19197,1,Yes,14,3,1,21,3,21,8,1,6,1,1
942,35,0,Travel_Rarely,Research & Development,7,2,Life Sciences,1601,3,Male,2,Laboratory Technician,4,Married,2690,1,No,18,3,1,1,5,1,0,0,1,4,1
943,55,0,Travel_Rarely,Research & Development,4,4,Life Sciences,1501,4,Male,3,Healthcare Representative,3,Married,4035,0,Yes,16,3,0,4,2,3,2,1,2,1,1
944,30,0,Travel_Rarely,Research & Development,1,3,Life Sciences,806,4,Male,1,Laboratory Technician,3,Married,3833,3,No,21,4,2,7,2,2,2,0,2,5,1
945,26,1,Travel_Rarely,Research & Development,16,4,Medical,394,1,Male,3,Laboratory Technician,2,Divorced,2373,2,Yes,13,3,1,5,2,3,2,0,2,4,1
946,49,1,Travel_Rarely,Sales,11,3,Marketing,840,3,Female,3,Sales Executive,4,Married,7654,1,No,18,3,2,9,3,9,8,7,7,2,1
947,46,0,Non-Travel,Research & Development,7,4,Medical,487,3,Female,3,Manufacturing Director,3,Married,5258,2,No,14,3,0,7,2,1,0,0,0,4,1
948,34,0,Travel_Rarely,Research & Development,5,3,Medical,153,3,Female,2,Manager,1,Single,11631,2,No,12,3,0,14,6,11,10,5,8,1,1
949,35,0,Travel_Rarely,Research & Development,27,4,Life Sciences,1728,4,Male,3,Manufacturing Director,3,Married,6883,2,No,16,3,1,17,3,7,7,0,7,2,1
950,29,0,Travel_Rarely,Research & Development,7,3,Life Sciences,1260,3,Male,3,Healthcare Representative,4,Divorced,6623,1,Yes,11,3,2,6,2,6,0,1,0,5,1
951,22,0,Travel_Rarely,Research & Development,19,1,Medical,217,3,Male,3,Research Scientist,4,Married,2323,1,No,24,4,2,2,6,2,2,2,2,1,1
952,33,0,Travel_Rarely,Research & Development,5,3,Life Sciences,1099,4,Male,2,Healthcare Representative,4,Divorced,7119,4,No,15,3,1,9,2,3,2,1,2,4,1
953,26,0,Travel_Rarely,Research & Development,1,2,Medical,1083,1,Male,2,Laboratory Technician,1,Married,3955,1,No,16,3,2,6,2,5,3,1,3,1,1
954,51,0,Travel_Frequently,Sales,2,3,Marketing,1391,2,Male,3,Sales Executive,2,Married,10596,2,No,11,3,0,14,5,4,2,3,2,5,1
955,35,0,Travel_Rarely,Research & Development,28,3,Life Sciences,1596,2,Male,4,Laboratory Technician,3,Married,3407,1,No,17,3,2,10,3,10,9,6,8,5,1
956,33,0,Travel_Rarely,Research & Development,2,3,Life Sciences,242,3,Male,3,Research Scientist,4,Single,2500,0,No,14,3,0,4,2,3,1,0,2,3,1
957,18,1,Non-Travel,Research & Development,8,1,Medical,1156,3,Male,3,Laboratory Technician,3,Single,1904,1,No,12,3,0,0,0,0,0,0,0,4,1
958,51,0,Travel_Rarely,Research & Development,1,3,Life Sciences,353,3,Male,3,Research Scientist,4,Married,2723,1,No,11,3,0,1,0,1,0,0,0,4,1
959,32,0,Travel_Rarely,Research & Development,5,2,Life Sciences,21,1,Male,4,Research Scientist,2,Divorced,3298,0,Yes,12,3,2,7,5,6,2,0,5,5,1
960,59,0,Travel_Rarely,Human Resources,6,2,Medical,321,2,Male,3,Human Resources,3,Married,2267,8,No,17,3,0,7,2,2,2,2,2,4,1
961,59,0,Non-Travel,Human Resources,2,4,Human Resources,140,3,Female,2,Manager,4,Married,18844,9,No,21,4,1,30,3,3,2,2,2,1,1
962,40,0,Travel_Rarely,Research & Development,2,4,Medical,2051,3,Female,3,Research Scientist,3,Married,2001,2,No,14,3,3,20,2,5,3,0,2,4,1
963,29,0,Travel_Rarely,Research & Development,4,3,Technical Degree,1762,4,Female,2,Research Scientist,1,Divorced,2109,1,No,13,3,1,1,2,1,0,0,0,1,1
964,26,1,Travel_Rarely,Research & Development,24,3,Technical Degree,622,3,Male,1,Laboratory Technician,4,Single,2340,1,Yes,18,3,0,1,3,1,0,0,0,3,1
965,45,0,Travel_Rarely,Research & Development,2,3,Life Sciences,834,2,Female,2,Research Scientist,3,Single,2274,1,No,14,3,0,1,3,1,0,0,0,3,1
966,39,0,Non-Travel,Research & Development,9,3,Life Sciences,1132,3,Male,3,Laboratory Technician,2,Single,6782,9,No,15,3,0,9,2,5,4,0,3,2,1
967,31,0,Travel_Rarely,Sales,5,4,Life Sciences,1673,1,Female,3,Sales Executive,4,Married,5476,1,No,11,3,2,10,2,10,0,0,2,3,1
968,26,1,Travel_Rarely,Human Resources,20,2,Medical,1818,4,Female,3,Human Resources,2,Married,2148,0,Yes,11,3,0,6,3,5,1,1,4,3,1
969,25,1,Travel_Rarely,Research & Development,4,1,Technical Degree,1106,4,Male,3,Laboratory Technician,4,Married,3691,1,Yes,15,3,1,7,3,7,7,5,6,3,1
970,32,0,Non-Travel,Sales,2,1,Life Sciences,1190,3,Female,3,Sales Representative,1,Divorced,2827,1,No,12,3,3,1,3,1,0,0,0,5,1
971,29,1,Travel_Rarely,Human Resources,13,3,Human Resources,1844,1,Male,2,Human Resources,1,Divorced,2335,4,Yes,15,3,3,4,3,2,2,2,0,5,1
972,25,0,Travel_Rarely,Sales,10,4,Life Sciences,1240,3,Male,3,Sales Executive,4,Single,4950,0,No,14,3,0,5,4,4,3,1,1,3,1
973,41,0,Travel_Rarely,Research & Development,5,5,Medical,1448,2,Male,4,Research Scientist,3,Married,2127,2,Yes,12,3,0,7,5,4,2,0,3,4,1
974,29,0,Travel_Rarely,Research & Development,27,3,Medical,793,2,Female,3,Healthcare Representative,3,Married,4335,4,No,12,3,1,11,3,8,7,1,1,4,1
975,25,0,Travel_Rarely,Sales,18,1,Life Sciences,1399,1,Male,4,Sales Executive,3,Married,6232,2,No,11,3,0,6,3,3,2,1,2,1,1
976,51,0,Travel_Rarely,Human Resources,5,3,Life Sciences,1352,3,Male,3,Manager,2,Divorced,14026,1,Yes,11,3,1,33,2,33,9,0,10,5,1
977,31,0,Travel_Rarely,Sales,5,3,Technical Degree,1749,1,Male,3,Sales Executive,3,Married,8346,1,No,19,3,1,6,3,5,2,0,2,4,1
978,38,0,Travel_Frequently,Research & Development,8,3,Medical,1937,4,Female,2,Research Scientist,2,Divorced,2133,1,Yes,16,3,1,20,3,20,11,0,7,2,1
979,41,0,Travel_Rarely,Research & Development,6,3,Medical,957,4,Male,3,Laboratory Technician,1,Single,4721,2,Yes,13,3,0,20,3,18,13,2,17,3,1
980,48,0,Travel_Rarely,Research & Development,4,4,Life Sciences,1024,3,Male,2,Healthcare Representative,3,Single,10999,7,No,14,3,0,27,3,15,11,4,8,4,1
981,35,0,Travel_Rarely,Research & Development,23,4,Medical,75,3,Female,3,Laboratory Technician,1,Married,4014,3,Yes,15,3,1,4,3,2,2,2,2,3,1
982,38,0,Travel_Frequently,Human Resources,10,4,Human Resources,1563,3,Male,3,Human Resources,3,Married,6077,3,No,11,3,0,10,2,6,3,1,2,4,1
983,25,0,Travel_Rarely,Sales,8,2,Other,2018,1,Female,3,Sales Executive,3,Divorced,4907,0,Yes,22,4,1,6,3,5,3,0,4,5,1
984,34,0,Travel_Rarely,Research & Development,8,5,Life Sciences,775,2,Female,3,Manufacturing Director,1,Divorced,5121,3,No,14,3,1,7,3,0,0,0,0,1,1
985,35,1,Travel_Rarely,Sales,10,3,Medical,1639,4,Male,2,Sales Executive,1,Married,10306,9,No,17,3,0,15,3,13,12,6,0,2,1
986,54,0,Travel_Rarely,Human Resources,19,4,Medical,698,3,Male,3,Human Resources,2,Married,10725,2,No,15,3,1,16,1,9,7,7,1,3,1
987,24,1,Travel_Rarely,Research & Development,1,3,Medical,45,2,Male,3,Research Scientist,4,Married,2293,2,Yes,16,3,1,6,2,2,0,2,0,1,1
988,50,0,Travel_Rarely,Research & Development,1,3,Medical,249,3,Male,2,Laboratory Technician,3,Married,3690,2,No,15,3,1,5,2,3,2,0,2,5,1
989,40,0,Non-Travel,Research & Development,8,2,Life Sciences,1552,4,Male,3,Healthcare Representative,4,Divorced,4069,3,Yes,18,3,0,8,2,2,2,2,2,1,1
990,26,0,Travel_Rarely,Human Resources,25,1,Life Sciences,177,3,Female,3,Human Resources,3,Married,2942,1,No,23,4,1,8,3,8,7,5,7,5,1
991,36,0,Travel_Frequently,Research & Development,6,4,Life Sciences,1594,1,Male,4,Laboratory Technician,1,Married,5562,3,Yes,13,3,1,9,3,3,2,0,2,5,1
992,34,0,Travel_Frequently,Research & Development,10,4,Medical,277,4,Male,3,Research Scientist,3,Divorced,3815,1,Yes,17,3,1,5,4,5,3,2,0,1,1
993,39,0,Travel_Rarely,Research & Development,1,3,Medical,417,3,Male,4,Healthcare Representative,4,Divorced,9613,0,No,17,3,3,19,5,18,10,3,7,3,1
